,artist,album,track_name,track_id,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3930,Lil Wayne,Funeral,I Don't Sleep (ft. Takeoff),03TzvVWdkVbLT9pzewYiDw,2020,True,53,0.587,0.635,G#/Ab,-6.369,Major,0.422,0.0,0.175,0.758,82.517,3.34555,4
3931,Lil Tjay,True 2 Myself,Decline (feat. Lil Baby),4jkalyYVL46RGyWphOzphd,2019,True,60,0.474,0.589,C,-7.292,Minor,0.141,0.0,0.139,0.51,113.202,3.7502166666666668,5
3932,Chief Keef,Finally Rich,Hate Bein' Sober,2oHM9KAdFdFvDCaE4V6RST,2012,True,65,0.82,0.47,G#/Ab,-7.181,Major,0.0458,0.0,0.141,0.313,132.003,4.66955,4
3933,Chief Keef,Finally Rich,I Don't Like,1h6kgem1ai8vUgO1rZOwfB,2012,True,69,0.742,0.844,D,-4.622,Major,0.0479,0.0,0.0659,0.416,131.986,4.897333333333333,4
3934,Chief Keef,Back From The Dead 2,Home,2Z5vQU4V359Bu8yGU5CQaI,2015,True,29,0.725,0.472,C#/Db,-16.424,Major,0.357,0.000187,0.0754,0.484,132.996,3.758583333333333,3
3935,Chief Keef,Back From The Dead 2,Dear,3fMVe3uUQMGZa3OUvAEQTq,2015,True,31,0.627,0.562,B,-11.347,Minor,0.407,0.0,0.29,0.39,136.035,4.384216666666667,4
3936,Chief Keef,Back From The Dead 2,Cuz,06biVuqCB04zL2xtQhQMaj,2015,True,30,0.797,0.556,A,-9.337,Minor,0.347,0.0,0.0775,0.328,129.908,3.9989166666666667,3
3937,Chief Keef,Back From The Dead 2,Who Is That,0rflOB4VnaQFeOoX3tfF9S,2015,True,31,0.684,0.771,A,-6.782,Minor,0.293,0.0,0.109,0.609,130.249,4.340683333333334,4
3938,Chief Keef,Back From The Dead 2,Swag,0QFhyh2HcPS8XlzOTg3fdq,2015,True,42,0.708,0.618,C,-9.872,Major,0.461,0.0,0.145,0.543,130.384,3.5992333333333333,4
3939,Chief Keef,Back From The Dead 2,Cashin',4U3gceNl7FSM8DhHy1PAkw,2015,True,29,0.736,0.399,G,-11.236,Major,0.0838,0.0,0.115,0.4,130.061,4.357666666666667,4
3940,Chief Keef,Back From The Dead 2,Wayne,6XHqUtWpz4a4qOqXiEFb4x,2015,True,33,0.727,0.608,A,-6.296,Minor,0.386,0.0,0.113,0.157,130.147,3.82345,4
3941,A$AP Ferg,Floor Seats,Jet Lag,2hyF1YWdX8yxExvRelT9nB,2019,True,61,0.853,0.803,B,-3.297,Major,0.292,2.41e-05,0.104,0.433,169.957,3.3953333333333333,4
3942,A$AP Ferg,Still Striving,Trap And A Dream (feat. Meek Mill),7gbs274CmEorDmQuOYzaud,2017,True,52,0.611,0.804,C#/Db,-5.633,Major,0.276,0.0,0.418,0.374,162.087,3.1611166666666666,4
3943,A$AP Ferg,Still Striving,Aww Yeah (feat. Lil Yachty),7L7vZ846kZz5PRCC0DOUWx,2017,True,43,0.759,0.618,C,-6.748,Major,0.0448,0.000117,0.12,0.134,120.956,3.2428833333333333,4
3944,A$AP Ferg,Still Striving,Olympian (feat. Dave East),2y2jjey8QYUQOIsXMqUqHM,2017,True,45,0.853,0.583,G#/Ab,-4.563,Major,0.281,2.52e-06,0.0864,0.365,160.026,3.521333333333333,4
3945,A$AP Ferg,Still Striving,Mad Man (feat. Playboi Carti),0EoJCSeuAq9Ilw2AesTBUu,2017,True,56,0.654,0.762,C#/Db,-3.994,Major,0.0705,0.0,0.171,0.0728,132.1,2.65045,4
3946,A$AP Ferg,Still Striving,Coach Cartier (feat. Famous Dex),5t6TLAir3OS0dal0B5PaZU,2017,True,42,0.863,0.451,C#/Db,-5.968,Major,0.0647,0.00028,0.217,0.0422,126.98,3.0237833333333333,4
3947,A$AP Ferg,Still Striving,Nasty (Who Dat) (feat. Migos),76T8y91xMLWJgfsEsmWGxW,2017,True,52,0.661,0.636,E,-4.551,Minor,0.118,2.25e-05,0.378,0.428,179.041,3.4968833333333333,4
3948,A$AP Ferg,Still Striving,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",3m4khUCvqSz5Rv2QS14rUh,2017,True,57,0.678,0.871,C#/Db,-2.461,Minor,0.268,0.0,0.369,0.329,134.37,5.592883333333333,4
3949,A$AP Ferg,Still Striving,One Night Savage (feat. MadeinTYO),7a8CUx6YsjWAC6Ka5VoK26,2017,True,42,0.71,0.837,E,-5.436,Minor,0.214,5.81e-06,0.16,0.659,81.099,2.544,4
3950,A$AP Ferg,Still Striving,"Mattress REMIX (feat. A$AP Rocky, Playboi Carti, Rich The Kid & Famous Dex)",35fIdI07pqeNT7hyCBh1bN,2017,True,48,0.815,0.824,C#/Db,-2.709,Major,0.0761,0.0,0.351,0.29,120.031,4.544666666666667,4
3951,Future,High Off Life,Trillionaire (feat. Youngboy Never Broke Again),740kQ8xwSGloumdiKR5Cwz,2020,True,64,0.768,0.526,C,-7.182,Major,0.209,0.0,0.139,0.473,139.999,2.7925333333333335,4
3952,"Tyler, The Creator",Flower Boy,Where This Flower Blooms (feat. Frank Ocean),6KuXb26rHuRy3ZDse1VRmx,2017,True,70,0.686,0.429,G#/Ab,-10.402,Minor,0.15,3.41e-06,0.166,0.27,130.09,3.248883333333333,4
3953,"Tyler, The Creator",Flower Boy,Pothole (feat. Jaden Smith),5SxlUF7J8tyFIEF22EomeP,2017,True,65,0.543,0.572,B,-8.974,Major,0.338,7.23e-06,0.28,0.569,89.386,3.95,4
3954,"Tyler, The Creator",Flower Boy,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,2017,True,74,0.48,0.61,C,-7.042,Major,0.305,0.0,0.313,0.297,90.034,4.260883333333333,4
3955,"Tyler, The Creator",Flower Boy,Droppin' Seeds (feat. Lil' Wayne),39u2PsqrAZpZ0KPx6CjasV,2017,True,61,0.401,0.532,F,-11.554,Minor,0.508,0.0,0.478,0.413,84.777,1.0,4
3956,Diddy,No Way Out,Been Around the World (feat. The Notorious B.I.G. & Mase),1siDRjAa8MdxNoCHTiiQ7B,1997,True,62,0.815,0.529,F#/Gb,-10.117,Minor,0.28,0.0,0.406,0.73,99.439,5.432216666666666,4
3957,DaBaby,BLAME IT ON BABY (DELUXE),AMAZING GRACE,5RifeZOB8PnU04CVwmzLiV,2020,True,41,0.775,0.832,C#/Db,-3.629,Major,0.277,0.0,0.078,0.962,153.6,1.4777833333333332,4
3958,DaBaby,BLAME IT ON BABY (DELUXE),DROP (feat. A Boogie wit da Hoodie & London On Da Track),2YMl0ALCVFe4iuZuqbT33m,2020,True,44,0.833,0.589,A,-6.384,Minor,0.231,0.0,0.299,0.536,96.455,2.49355,4
3959,DaBaby,BLAME IT ON BABY (DELUXE),BILLBOARD BABY,2r7dK73sLbh1rSIV2lBMkK,2020,True,51,0.956,0.742,C#/Db,-5.59,Major,0.144,0.0,0.126,0.582,120.067,1.3533333333333333,4
3960,DaBaby,BLAME IT ON BABY (DELUXE),PRACTICE,4Z5FyQlevoHoa5FsIVKZju,2020,True,71,0.849,0.536,C#/Db,-7.307,Major,0.349,0.0,0.126,0.308,141.964,2.0431166666666667,4
3961,DaBaby,BLAME IT ON BABY (DELUXE),PEEP HOLE,5GATP9D34th0D88vlKi38F,2020,True,54,0.833,0.513,B,-9.865,Major,0.392,0.000133,0.115,0.478,127.884,2.27645,4
3962,Mariah the Scientist,Always n Forever (feat. Lil Baby),Always n Forever (feat. Lil Baby),453dwxD9JW2YcKvTriSUmN,2020,True,52,0.651,0.456,C#/Db,-10.118,Major,0.207,1.62e-06,0.25,0.236,161.927,3.2840666666666665,4
3963,Dee Watkins,Savage On The Loose,Savage On The Loose,26zca9SApz6zj54Xj7t63W,2020,True,27,0.827,0.748,G#/Ab,-5.356,Minor,0.237,0.0,0.0975,0.645,88.542,2.3846166666666666,4
3964,Aminé,Compensating,Compensating (feat. Young Thug),1Tpn9QCsj746NNbDxQ24gr,2020,True,0,0.867,0.616,F,-5.405,Minor,0.169,0.0,0.253,0.495,98.017,3.2976,4
3965,Aminé,Limbo,Woodlawn,4FFC7McrnnwAWKbAqbckTP,2020,True,65,0.784,0.586,A#/Bb,-5.148,Major,0.057,0.0,0.183,0.824,113.973,2.385883333333333,4
3966,Aminé,Limbo,My Reality,0Q9HulJie8Hxe2mx1q4nCy,2020,True,45,0.38,0.877,F,-3.955,Major,0.28,0.0,0.106,0.402,179.868,3.1576,4
3967,Aminé,Limbo,Becky,4PDfwhqOmkkocOHg4Rh4Mq,2020,True,58,0.579,0.646,A#/Bb,-4.638,Minor,0.0402,0.000499,0.114,0.326,87.962,3.6775166666666665,4
3968,Aminé,Limbo,Mama,5Ze85vOLSjJMABOk1hHTlG,2020,True,46,0.616,0.689,C,-6.031,Major,0.162,0.000102,0.13,0.467,92.418,3.6489,4
3969,Aminé,Limbo,"Pressure In My Palms (feat. slowthai, Vince Staples)",2nWB8ZpA1lxulicEUzTQ6W,2020,True,59,0.647,0.537,C,-8.638,Minor,0.407,0.0,0.401,0.698,171.943,3.9583333333333335,4
3970,Aminé,Limbo,"Roots (feat. JID, Charlie Wilson)",6CUd1vAgBaRiimFDJblyFb,2020,True,53,0.55,0.76,C,-3.707,Major,0.219,0.0,0.59,0.509,138.137,4.466383333333333,4
3971,Charlie Sloth,Purple (feat. Polo G & Deno),Purple (feat. Polo G & Deno),4LcUIC0OEsTmpwJR38aafo,2020,True,49,0.842,0.813,F,-5.514,Major,0.0491,0.0,0.412,0.437,124.987,3.203333333333333,4
3972,Lil Mosey,Top Gone (with Lunay),Top Gone (with Lunay),0EgkGFmAdFLkZVtbyGlQRe,2020,True,57,0.83,0.467,F#/Gb,-7.204,Minor,0.0872,0.0,0.0648,0.529,104.017,3.240883333333333,4
3973,IDK,Cereal (feat. Kenny Mason),Cereal (feat. Kenny Mason),5aeaaeKp8fY60CVHAzNbwL,2020,True,52,0.669,0.617,A,-8.011,Major,0.252,3.12e-06,0.159,0.613,128.202,3.3143833333333332,4
3974,Lil Keed,She Know (feat. Lil Baby),She Know (feat. Lil Baby),5f4TAyNRqDrxAOGzabEaXZ,2020,True,49,0.793,0.5,C#/Db,-8.331,Minor,0.367,0.0,0.0983,0.496,151.888,3.2257833333333332,4
3975,Quando Rondo,My Life Story,My Life Story,5ZX9pR2FTJmxZG6BEgT7O3,2020,True,30,0.522,0.684,E,-5.516,Minor,0.338,0.0,0.157,0.439,157.592,3.7974666666666668,4
3976,J.I the Prince of N.Y,Painless 2 (with NAV feat. Lil Durk),Painless 2 (with NAV feat. Lil Durk),71Ih7wOeWd2EJxKi77Yiqi,2020,True,56,0.714,0.436,F,-8.938,Minor,0.322,0.0,0.121,0.535,138.035,4.039466666666667,4
3977,Juice WRLD,Smile (with The Weeknd),Smile (with The Weeknd),1EIsJed40cd7Bcv8SXVdqA,2020,True,66,0.694,0.685,F#/Gb,-6.535,Minor,0.133,0.0,0.124,0.306,158.831,3.2696666666666667,4
3978,NLE Choppa,Top Shotta,Daydream,5XL6XvBMX6iepWkxpTlVhk,2020,True,0,0.67,0.615,F#/Gb,-6.826,Minor,0.286,0.0,0.0995,0.214,140.036,2.36795,4
3979,NLE Choppa,Top Shotta,Double Bacc,633uZxO2fdxR391Nh2yrx3,2020,True,0,0.752,0.677,F#/Gb,-7.107,Minor,0.348,0.0,0.272,0.901,159.891,3.24095,4
3980,NLE Choppa,Top Shotta,Who TF Up in My Trap,1Pyop9EzExU4XxUbEkRHXu,2020,True,0,0.621,0.799,D,-4.94,Major,0.0723,0.0,0.231,0.687,173.087,2.408916666666667,4
3981,NLE Choppa,Top Shotta,Shotta Flow 4 (feat. Chief Keef),2jQr5anV9BQF6RhH25dmCM,2020,True,0,0.78,0.866,B,-4.007,Minor,0.357,0.0,0.289,0.813,129.958,3.62275,4
3982,NLE Choppa,Top Shotta,Top Shotta Flow,4vxJSZUwtaRKaMhACjvurQ,2020,True,0,0.759,0.62,B,-6.889,Minor,0.363,0.0,0.0855,0.834,149.975,2.7790166666666667,4
3983,NLE Choppa,Top Shotta,Gamble With My Heart,5uvlrNPePaN9nDnXM0cvah,2020,True,0,0.484,0.616,C,-8.098,Minor,0.199,0.0,0.133,0.375,83.6,3.044,4
3984,NLE Choppa,Top Shotta,Molly,3KrCAmdjFU3ya6T6vNcIsR,2020,True,0,0.755,0.58,F#/Gb,-7.657,Minor,0.135,0.0,0.279,0.449,142.033,3.3872833333333334,4
3985,NLE Choppa,Top Shotta,Can't Take It,4e7T6IIRz3K7huhSEBt6Km,2020,True,0,0.493,0.584,A,-8.638,Minor,0.479,0.0,0.0807,0.68,77.532,3.0973,4
3986,NLE Choppa,Top Shotta,Paranoid,6io9OE8lKIv7QsUtnqXrUi,2020,True,0,0.789,0.498,D#/Eb,-10.303,Major,0.24,0.0,0.0777,0.609,86.027,2.9921,4
3987,NLE Choppa,Top Shotta,Watch Out for the Narcs,2EO0pIx6NPH1O3MhzyRGJK,2020,True,0,0.754,0.53,C#/Db,-8.097,Major,0.478,0.0,0.0811,0.451,160.152,3.6007333333333333,4
3988,NLE Choppa,Top Shotta,Made It Happen,4QyU8FrysdxP41dJTKmZHK,2020,True,0,0.655,0.716,F,-6.719,Minor,0.32,0.0,0.108,0.605,84.979,2.8587333333333333,4
3989,NLE Choppa,Top Shotta,Depression,1sdzBX1KrrJ3jNBgwl82p0,2020,True,0,0.784,0.437,C,-5.473,Major,0.189,0.0,0.171,0.0586,76.958,4.053233333333333,4
3990,Kevin Gates,Islah (Deluxe),2 Phones,0wdKiSBUT7aZkXUIdJWcwC,2016,True,71,0.895,0.681,G,-5.267,Minor,0.358,0.0,0.189,0.554,121.918,4.0,4
3991,Kevin Gates,Islah (Deluxe),Really Really,10I3CmmwT0BkOVhduDy53o,2016,True,72,0.762,0.666,C,-6.055,Major,0.0916,0.0,0.127,0.278,118.97,3.8682166666666666,4
3992,Rod Wave,Pray 4 Love,Girl Of My Dreams,65QRS8iMQ1TsQ93fPZIZ4i,2020,True,25,0.586,0.547,E,-7.383,Minor,0.095,0.0,0.0963,0.35,75.911,2.6636166666666665,4
3993,ilyTOMMY,Forever,Forever,7uHRKSQ9WIlBBuBY7BHcbq,2019,False,76,0.613,0.339,F,-14.908,Minor,0.135,0.0,0.166,0.292,106.582,1.8116,5
3994,YoungBoy Never Broke Again,One Shot (feat. Lil Baby) [From Road To Fast 9 Mixtape],One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,6HM2tjTLqJi0poAkCdnNTB,2020,True,60,0.589,0.684,C#/Db,-4.51,Minor,0.394,0.0,0.214,0.261,112.592,3.2757,5
3995,Earl Sweatshirt,Doris,Burgundy (feat. Vince Staples),43tVqovviXhkmOV5LOkTn7,2013,True,55,0.539,0.846,C,-5.539,Major,0.252,0.0,0.251,0.49,130.358,2.12355,4
3996,Earl Sweatshirt,Doris,Sunday (feat. Frank Ocean),0fAehaneUJdlSlWXYe1KZp,2013,True,63,0.716,0.568,D,-8.904,Major,0.212,1.98e-06,0.385,0.905,136.894,3.43,4
3997,Earl Sweatshirt,Doris,Hive (feat. Vince Staples & Casey Veggies),6JKoTnberZoBgUuxa6l4Kh,2013,True,61,0.619,0.742,C#/Db,-6.995,Major,0.496,0.0,0.166,0.782,144.602,4.620666666666667,4
3998,Earl Sweatshirt,Doris,"Sasquatch (feat. Tyler, The Creator)",5BikEzeYYFtRvR1CL1UTRg,2013,True,51,0.457,0.687,A,-7.506,Major,0.316,0.0,0.703,0.217,80.51,2.804,4
3999,Earl Sweatshirt,Doris,Guild (feat. Mac Miller),7y6EHdn8KFJUD2F6zWNWhZ,2013,True,50,0.727,0.274,C#/Db,-15.7,Major,0.457,7.73e-05,0.0961,0.168,108.031,3.8953333333333333,4
4000,Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug),Mamacita (feat. Rich Homie Quan & Young Thug),3SEd8nPd8MpGwk6ZZ8tk2j,2014,True,66,0.823,0.768,B,-6.21,Major,0.0819,1.03e-06,0.127,0.216,115.021,4.572,4
4001,YoungBoy Never Broke Again,Master the Day of Judgement,Akbar,357EwLZfD9vuGTZ7dxqumw,2018,True,56,0.882,0.71,A#/Bb,-6.688,Minor,0.157,0.0,0.131,0.445,118.915,2.3687,4
4002,YoungBoy Never Broke Again,Untouchable,Untouchable,4MofYf0f4ijlVV6elUW5S3,2017,True,49,0.78,0.784,C#/Db,-5.039,Major,0.186,0.0,0.122,0.43,85.023,3.0117666666666665,4
4003,YoungBoy Never Broke Again,Realer,Valuable Pain,61Oo3DUJubecZQosjho6Pp,2018,True,64,0.525,0.811,F,-5.702,Minor,0.345,0.0,0.213,0.513,169.685,2.824316666666667,4
4004,YoungBoy Never Broke Again,AI YoungBoy,No Smoke,57IRaiAB4hBZu3gnNVZC0v,2017,True,66,0.658,0.736,A,-6.097,Minor,0.308,0.0,0.0978,0.804,143.966,2.6666666666666665,4
4005,Lil Baby,Drip Harder,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX,2018,True,64,0.859,0.506,A#/Bb,-8.115,Minor,0.418,0.0,0.113,0.153,140.973,3.124416666666667,4
4006,Lil Baby,Drip Harder,"Never Recover (Lil Baby & Gunna, Drake)",6wWaVoUOzLQJHd3bWAUpdZ,2018,True,72,0.753,0.686,C#/Db,-5.415,Minor,0.284,0.0,0.193,0.886,132.055,3.2455333333333334,4
4007,Lil Baby,Drip Harder,My Jeans (Lil Baby & Gunna feat. Young Thug),4T7cJdrTRqOBESPYfvfj2x,2018,True,52,0.435,0.715,B,-5.869,Major,0.186,0.0,0.531,0.382,100.576,3.2741333333333333,5
4008,Lil Baby,Drip Harder,Style Stealer (Lil Baby & Gunna),1jzOG0T6JjvaOoHgzl91Nd,2018,True,54,0.808,0.523,C#/Db,-7.034,Minor,0.0605,0.000295,0.0957,0.321,155.998,3.0897,4
4009,Lil Baby,Drip Harder,I Am (Lil Baby & Gunna),3F57PtOdqRpD6euFYqtKXX,2018,True,64,0.822,0.461,C#/Db,-6.506,Major,0.449,0.0,0.122,0.268,130.003,2.417666666666667,4
4010,Lil Baby,Drip Harder,Underdog (Lil Baby & Gunna),2Am26UXisQ91vBLYdqd7Pa,2018,True,54,0.791,0.735,F,-4.764,Minor,0.16,0.0,0.134,0.497,144.985,3.530883333333333,4
4011,Lil Baby,Drip Harder,Deep End (Lil Baby & Gunna),16QjPRt5HYK0dnLGmGRCvf,2018,True,56,0.658,0.535,B,-8.197,Major,0.515,0.0,0.0981,0.395,150.055,2.911033333333333,4
4012,Lil Baby,Drip Harder,Business Is Business (Lil Baby & Gunna),7roKDmJDOzkpfGpUQJ5EnL,2018,True,63,0.821,0.636,G,-6.038,Minor,0.0899,0.0,0.104,0.4,142.008,2.704466666666667,4
4013,Lil Baby,Street Gossip,Time (feat. Meek Mill),1Szfm2XAx3Kgl55dyl8sTU,2018,True,61,0.781,0.487,G#/Ab,-8.823,Major,0.589,0.0,0.163,0.344,95.879,3.0453833333333336,4
4014,Lil Baby,Street Gossip,Ready (feat. Gunna),4F6yN5FsFW10Ucx7cLCzBh,2018,True,79,0.793,0.395,C#/Db,-5.578,Major,0.385,1.4e-05,0.109,0.129,77.027,3.5547833333333334,4
4015,Lil Baby,Street Gossip,Anyway (feat. 2 Chainz & Gucci Mane),3zxiTHxE4MxwuYf8aLQ9ax,2018,True,53,0.874,0.552,D,-5.997,Major,0.383,0.0,0.279,0.231,140.098,3.77745,4
4016,Lil Baby,Street Gossip,Section 8 (feat. Young Thug),6XeZ32B9HbV6ZrU6NTR2iM,2018,True,55,0.736,0.519,C,-6.111,Minor,0.379,0.0,0.143,0.677,139.966,3.442066666666667,4
4017,Lil Baby,Street Gossip,Word On The Street,52i143Ph5c3RQaQFBXWix1,2018,True,59,0.888,0.432,A#/Bb,-9.275,Minor,0.0934,0.0,0.112,0.173,99.965,2.8831,4
4018,Lil Baby,Harder Than Ever,Right Now,6ghs7wcpS23FOsDpR8D2MW,2018,True,47,0.529,0.702,C,-7.437,Major,0.365,2.07e-05,0.133,0.34,149.905,3.4198166666666667,4
4019,Lil Baby,Harder Than Ever,Throwing Shade,2Z9wPJaKys1LAOlcBtjvOU,2018,True,59,0.793,0.447,G,-9.253,Major,0.151,0.00019,0.109,0.188,139.949,3.206366666666667,4
4020,A$AP Mob,Cozy Tapes: Vol. 1 Friends -,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",59e7E2LMPZ2bhW5G6aCwX8,2016,True,53,0.755,0.629,C,-8.284,Major,0.312,0.0,0.126,0.591,143.083,3.14755,4
4021,Lil Tjay,State of Emergency,Zoo York (feat. Fivio Foreign & Pop Smoke),3Ddny34bFoYBb8dIGq5lwp,2020,True,71,0.565,0.569,F#/Gb,-6.084,Minor,0.379,8.81e-06,0.106,0.303,92.466,3.580416666666667,5
4022,Cyraq,I'm Finna Shoot You (Remix),I'm Finna Shoot You - Remix,7tJqFdABn7hasFa9G6WM7H,2020,True,48,0.843,0.516,B,-7.754,Minor,0.319,0.0,0.122,0.378,140.074,2.821,4
4023,KYLE,Light of Mine,Playinwitme (feat. Kehlani),4F1yvJfQ7gJkrcgFJQDjOr,2018,False,68,0.689,0.584,C#/Db,-5.768,Minor,0.119,0.0,0.297,0.676,156.572,3.1946666666666665,4
4024,Young M.A,Big Steppa,Big Steppa,38amFveUFJfDZhLVK84KZe,2020,True,38,0.814,0.671,G,-6.214,Major,0.435,9.69e-06,0.0631,0.503,170.99,2.2468166666666667,4
4025,Pop Smoke,Shoot For The Stars Aim For The Moon (Deluxe),Hotel Lobby,5k6YjzyJ8mBmqL8KMJenck,2020,False,30,0.696,0.603,D#/Eb,-6.832,Minor,0.101,0.0105,0.115,0.207,88.972,2.51685,4
4026,Destructo,"Bandz (feat. Yo Gotti, Kevin Gates & Denzel Curry) [Loge21 Remix]","Bandz (feat. Yo Gotti, Kevin Gates & Denzel Curry) - Loge21 Remix",2q5zIOIcNTEAJPxHVCyRRt,2020,True,31,0.715,0.815,A#/Bb,-3.956,Minor,0.278,0.0295,0.308,0.499,115.806,3.2684166666666665,4
4027,J. Cole,Lewis Street,t h e . c l i m b . b a c k,0XS2rOeAPNEoi23fS7K5TO,2020,False,42,0.59,0.544,A#/Bb,-9.596,Minor,0.369,0.0,0.304,0.312,81.764,5.091333333333333,4
4028,Sprado,Magic (feat. NLE Choppa),Magic (feat. NLE Choppa),03ln5bDfi5lhZGNEqPzOAu,2020,False,31,0.803,0.483,F#/Gb,-7.205,Minor,0.114,0.0113,0.0928,0.423,125.954,3.047616666666667,4
4029,Rich Brian,Love In My Pocket,Love In My Pocket,2M9j38t0cz0lGTtLqxRT3r,2020,True,55,0.832,0.615,C,-7.948,Minor,0.0351,0.0,0.11,0.77,113.017,3.7182166666666667,4
4030,Logic,Confessions of a Dangerous Mind,Keanu Reeves,3PYx9Wte3jwb48V0wArMOy,2019,True,69,0.712,0.891,D,-6.457,Major,0.24,0.0,0.134,0.799,170.13,3.7653333333333334,4
4031,Don Toliver,Heaven Or Hell,Wasted,79EVtighsMYkWahVb9MnF8,2020,True,59,0.743,0.753,C#/Db,-4.479,Major,0.0424,3.02e-06,0.088,0.697,157.046,2.8535,4
4032,Gunna,WUNNA,MET GALA,4loM16743hROPC6uIJG6wM,2020,True,64,0.873,0.577,C#/Db,-9.151,Major,0.271,0.0,0.111,0.956,117.089,2.48555,4
4033,Fetty Wap,Fetty Wap (Deluxe),My Way (feat. Monty),1WoOzgvz6CgH4pX6a1RKGp,2015,True,70,0.748,0.741,F#/Gb,-3.103,Major,0.0531,0.0,0.147,0.537,128.077,3.550883333333333,4
4034,Post Malone,Stoney (Deluxe),Feeling Whitney,35r28RDot7nPE7y9K9H7l0,2016,True,78,0.412,0.227,C,-12.696,Major,0.0359,4.69e-06,0.282,0.226,80.111,4.2877833333333335,4
4035,XXXTENTACION,?,Pain = BESTFRIEND - feat. Travis Barker,4zI04ezdmrN0lT2pHykYrd,2018,False,62,0.671,0.628,E,-5.117,Major,0.0273,0.151,0.12,0.595,135.005,1.69195,4
4036,Stormzy,Heavy Is The Head,Wiley Flow,5Rbj8akony3l0NNM5TjH1F,2019,True,65,0.716,0.68,F,-4.721,Minor,0.309,0.0,0.202,0.475,140.417,3.4561,4
4037,The Weeknd,In Your Eyes (Remix),In Your Eyes (with Doja Cat) - Remix,0UnTaVkntyh3vqvLEvbpQx,2020,False,69,0.679,0.731,G,-5.522,Minor,0.0319,0.000127,0.0614,0.727,99.984,3.9652,4
4038,Lil Dicky,Professional Rapper,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,2015,True,1,0.858,0.697,D,-5.361,Major,0.23,0.0,0.224,0.364,98.012,4.847266666666667,4
4039,Future,DS2 (Deluxe),F*ck Up Some Commas,49zD0wr2S3d0lZPib0K4e1,2015,True,67,0.874,0.568,B,-5.896,Minor,0.224,1.38e-05,0.149,0.46,139.995,3.9566666666666666,4
4040,Gucci Mane,Mr. Davis,I Get the Bag (feat. Migos),1XRgIKC5TPwo7nWGyKqgG0,2017,True,73,0.89,0.633,B,-5.475,Major,0.168,0.000343,0.0993,0.425,139.948,3.8847833333333335,4
4041,NAV,Wanted You (feat. Lil Uzi Vert),Wanted You (feat. Lil Uzi Vert),1gjxuBurykxzaqbDaqKKYU,2017,True,0,0.797,0.721,A,-4.912,Minor,0.0575,0.0,0.24,0.627,146.924,3.8013333333333335,4
4042,Fat Joe,All The Way Up (Remix) (feat. French Montana & Infared) - Single,All The Way Up (Remix),2AYTGaclgKXACh13nJRVcV,2016,True,64,0.564,0.717,A#/Bb,-6.403,Minor,0.397,0.0,0.493,0.423,117.489,4.747183333333333,5
4043,Jaden,GHOST,GHOST,0aWMostcnfyjuCEcO7sTz5,2018,True,61,0.782,0.531,C#/Db,-6.636,Major,0.168,0.0501,0.238,0.247,148.046,2.1622166666666667,4
4044,G-Eazy,No Limit,No Limit,2Xqd0wUttjueBfdcltADOv,2017,True,3,0.838,0.771,C#/Db,-3.791,Major,0.244,0.0,0.0853,0.405,175.957,4.089783333333333,4
4045,Big Shaq,Man Don't Dance,Man Don't Dance,2xfPdbWVd76RDhxUPjBNba,2018,False,47,0.809,0.877,A#/Bb,-3.749,Minor,0.283,0.00129,0.121,0.662,109.894,3.64345,4
4046,WESTSIDE BOOGIE,Everythings For Sale,Swap Meet,55tFMkzZiWDvQDaH6ngUwP,2019,True,44,0.689,0.425,B,-9.909,Minor,0.0379,0.0,0.11,0.278,143.931,2.4462166666666665,4
4047,DJ Pharris,BO$$ (feat. Young Dolph & G Herbo),BO$$ (feat. Young Dolph & G Herbo),4IcObi3ogxPQ4hTtEhsfP4,2019,True,35,0.825,0.722,C#/Db,-4.698,Major,0.287,0.000338,0.34,0.65,109.993,3.1198,4
4048,Nathan Dawe,Lighter (feat. KSI),Lighter (feat. KSI),5lWUeSYO61UYgNlFlqcwYl,2020,False,70,0.703,0.837,G#/Ab,-3.606,Major,0.0395,4.45e-05,0.104,0.356,124.953,3.04065,4
4049,KSI,Dissimulation,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",38TqlPI8PIVJ4AOXdRHKUh,2020,True,57,0.591,0.8,C#/Db,-4.956,Major,0.286,0.0,0.247,0.592,139.472,2.924366666666667,4
4050,NAV,Good Intentions,Status (feat. Lil Uzi Vert),6KhmSJf9FvdAcq1tr8LcYD,2020,True,53,0.951,0.72,F#/Gb,-4.467,Major,0.302,0.0,0.0998,0.687,134.033,2.9061166666666667,4
